Red Sabbath,2021-10-16 22:00:00,0,15213
DRAG BRUNCH AT TRACE BREWING: HALLOWEEN,2021-10-17 12:00:00,74,15213
Dave Hause (featuring Tim Hause) - Late Show,2021-10-15 20:45:00,5000,15213
Haunted Walking Tours of Carnegie,2021-10-15 20:00:00,0,15213
Who Got The Fire Competition,2021-11-13 12:00:00,0,15213
WOP Power Brunch,2021-11-06 10:00:00,21,15213
cleopatrick: BUMMER TOUR (New Venue),2021-10-23 18:30:00,5000,15213
F45 Training at The Riviera,2021-10-12 17:45:00,0,15213
Free Community Baby Shower -- East Liberty,2021-10-21 11:00:00,196,15213
“Wicks & Wine”,2021-10-24 14:00:00,0,15213
Muscadine Bloodline,2021-12-04 20:00:00,5000,15213
Creative Playground Hallween Party,2021-10-30 20:00:00,160,15213
Pop-Up E-Waste Collection at Michael Brothers - South Hills,None,696,15213
The Delta Bombers & Hillbilly Casino,2021-10-23 19:30:00,5000,15213
Pennsylvania Bridal & Wedding Expo,2021-11-07 13:00:00,325,15213
Acoustic Soul,2021-10-22 19:00:00,0,15213
Three Dog Night,2021-11-04 20:00:00,2500,15213
Pittsburgh Table Tennis Fundraiser,2021-10-17 09:00:00,0,15213
Cavanaugh's Pittsburgh Bridal Show Monroeville Convention Ctr Oct 24 2021,2021-10-24 10:00:00,267,15213
The Last Ten Seconds of Life Filth Falsifier Weeping Wound,2021-10-22 19:00:00,10,15213
Anthony Rodia,2021-11-07 19:00:00,5000,15213
Bingo - October,2021-10-28 12:00:00,39,15213
Halloween Heist - LIVE at the Bank on 8th Ave - DJ Petey C & DJ Big Phill,2021-10-30 21:00:00,41,15213
DL Project Tour: The Vision on Fifteenth,2021-10-14 17:00:00,78,15213
Pittsburgh Job Fair - Pittsburgh Career Fair,2021-10-21 11:00:00,15900,15213
Joint Operation,2021-10-16 20:30:00,5000,15213
TVBOO w/ Special Guest: DJ Afterthought,2021-11-11 20:00:00,0,15213
Harvest Spice and Everything Relaxing,2021-10-23 10:00:00,0,15213
BikePGH Member Happy Hour,2021-10-21 18:00:00,463,15213
Boo or Bling - Halloween Event,2021-10-21 17:30:00,29,15213
2021 Fall Garden Project,2021-10-16 09:00:00,167,15213
Crafting with Cats - Kids Edition!,2021-10-23 17:30:00,62,15213
Cory Wells,2021-10-27 19:00:00,5000,15213
David Bromberg Quintet,2021-10-12 20:00:00,5000,15213
October Chapter Meeting,2021-10-21 07:30:00,78,15213
Medicare 101 - Understanding Your Medicare Options (South Hills),2021-10-26 18:30:00,0,15213
Imperial Triumphant & Pyrrhon,2021-10-16 18:30:00,5000,15213
Community Dance Class with Makhissa Soumah Camara,2021-10-13 18:30:00,119,15213
Candles with Queens,2021-10-15 19:00:00,172,15213
Row House Drive-In Cinema – Shaun of the Dead,2021-10-23 18:30:00,63,15213
Frank Caliendo,2021-12-02 20:00:00,2500,15213
Taylor Tomlinson: Deal With It Tour,2021-11-19 21:30:00,5000,15213
Organized Chaos Tour featuring Crazytown & Green Jelly,2021-11-01 18:30:00,5000,15213
Row House Drive-In Cinema – Coraline,2021-10-16 18:30:00,63,15213
Garfield Community Farm Fall Benefit,2021-10-16 19:00:00,0,15213
Prof. Slippy's Spooky Crafts,2021-10-22 17:00:00,0,15213
Robert Finley,2021-10-12 19:30:00,5000,15213
Mick Blankenship,2021-10-15 20:30:00,35,15213
MONSTER’S BALL,2021-10-30 21:00:00,80,15213
For The Artists: A Night of Networking,2021-10-25 18:00:00,0,15213
Sourdough Culture Book Gathering,2021-10-15 12:00:00,60,15213
Wheelwright,2021-11-10 19:30:00,5000,15213
The Cybertronic Spree,2021-11-02 19:30:00,5000,15213
Late Night Radio with Artifakts,2021-10-29 19:00:00,5000,15213
badluv & Ally Isabella,2021-10-20 20:30:00,5000,15213
Speakeasy Party at Black Dog Wine Company,2021-10-16 19:00:00,121,15213
Harvest Wines,2021-10-20 18:30:00,310,15213
The Four-Eyed Horsemen: MC Lars/Mega Ran/MC Frontalot/Schaffer The Darklord,2021-10-15 18:30:00,5000,15213
15th Annual WORD-FM Pastor Appreciation Lunch,2021-10-19 10:30:00,0,15213
Row House Drive-In Cinema – The Birds,2021-10-29 18:30:00,63,15213
French Wine Series: Burgundy,2021-10-13 18:30:00,310,15213
Queen Flash - A Tribute to Queen,2021-12-10 21:00:00,5000,15213
A&WMA October 2021 Young Professionals Networking Happy Hour,2021-10-21 17:30:00,25,15213
Hocus Pocus Fall Festival + Market at Mindful Brewing,2021-10-23 12:00:00,47,15213
Twang and Round,2021-10-28 19:00:00,5000,15213
Fashion for a Cause 2021,2021-10-17 13:00:00,0,15213
Row House Drive-In Cinema – Night of the Living Dead,2021-10-30 18:30:00,63,15213
Dr.Sketchy's BooLesque Funhouse,2021-10-23 19:00:00,0,15213
Backyard Farm School: Preserving School,2021-10-20 17:00:00,111,15213
2021 Equity Awards,2021-11-05 12:00:00,0,15213
Full moon Distillery Event!,2021-10-20 18:00:00,0,15213
Joyous Wolf,2021-11-02 19:00:00,5000,15213
Cold,2021-10-31 19:30:00,5000,15213
Swine & Unwind: Pig Yoga,2021-10-16 14:00:00,10,15213
Dokken & George Lynch Reunion,None,3100,15213
Magic of Mentoring 2021,2021-10-26 17:30:00,23,15213
Kappa Epsilon's 6th Annual Women's Health Luncheon,2021-10-24 11:00:00,0,15213
Sex Trafficking in Pittsburgh Q&A,2021-10-14 18:00:00,11,15213
Horror Movie Trivia Night @ Helltown in the Strip!,2021-10-13 19:00:00,0,15213
Food Truck a Palooza,2021-11-13 11:00:00,113,15213
Halloween on the Hill SWEETS - for families infant to 4th grade,None,0,15213
Spirit In The Sky,2021-10-27 18:30:00,20,15213
The Future of Finance Begins in the Classroom,2021-10-28 08:30:00,186,15213
17th Annual ASID Holiday Luncheon,2021-12-03 11:00:00,71,15213
Fright Nights at Anderson Manor,2021-10-28 19:00:00,0,15213
Educational Retirement Workshop in Pittsburgh PA,2021-10-13 18:00:00,34,15213
50 Years of Coming Out.,2021-10-11 17:00:00,21,15213
2021 RedChairPGH | Sit With Me: Creativity in the Midst of Uncertainty,2021-11-18 17:30:00,108,15213
Bus Trip - St Anthony's Chapel,2021-10-23 10:00:00,39,15213
Geared Up & Grounded: Bike Tour & Block Party,2021-10-23 09:00:00,0,15213
Ayron Jones,2021-10-30 19:00:00,5000,15213
Emily Wolfe,2021-11-07 19:30:00,5000,15213
COMMUNITY MEMBERS WELCOME: Shiloh Farm Open House,2021-10-13 15:00:00,111,15213
Photo to Fabric: An Art for August x C4C x ULS Program,2021-10-12 16:00:00,521,15213
Comedy Open Mic,2021-10-15 21:00:00,0,15213
Ov Sulfur,2021-10-11 18:30:00,5000,15213
Phangs,2021-10-17 18:30:00,5000,15213
Make Your Own Notebooks,2021-10-13 17:30:00,521,15213
P.A.N. Fall Coin Show,2021-10-28 12:00:00,0,15213
Homes For Our Troops X Lifespace Real Estate,2021-10-22 19:00:00,0,15213
Entrepreneur Meetup,2021-10-16 09:30:00,36,15213
Saved By The 90's,2021-10-22 20:30:00,5000,15213
RA,2021-11-10 18:00:00,5000,15213
Black Tie Masquerade Gala and Networking Event,2021-10-29 20:00:00,0,15213
The Pittsburgh Witches Ball & International Pagan Music Awards,2021-11-06 18:00:00,0,15213
Norwin Play It Forward Fund Presents Wind-Up/Wine Down & Music on Tap #11,2021-11-20 18:30:00,0,15213
AmCom Technology Tour with First-Look Access of DUQ UMPC Cooper Fieldhouse,2021-11-01 09:00:00,0,15213
Diva's of Drag Brunch: October,2021-10-30 12:00:00,13,15213
Pittsburgh Military Arts Fest 2021,2021-10-30 10:00:00,0,15213
Omerta & Vended,2021-11-14 19:00:00,5000,15213
Nightrain - A Tribute to Guns 'N Roses,2021-10-29 20:30:00,5000,15213
Steel City Throwers,2021-10-16 10:30:00,0,15213
A Taste of Two Legends - Morton's Pittsburgh,2021-11-06 18:30:00,1300,15213
Black Maternal Health Forum,2021-10-28 17:30:00,0,15213
Iliza: Back In Action Tour,2021-11-19 19:00:00,5000,15213
Bit Bridge Halloween Showcase 2021,2021-10-30 17:00:00,46,15213
Night of Restoration and Hope,2021-11-13 19:00:00,11,15213
Rebel Bred Familia and Friends - Oktoberfest Costume Party Fundraiser,2021-10-16 19:00:00,0,15213
Beer and Business Part II: Cozza Law Group,2021-10-14 17:00:00,0,15213
CENTENNIAL OF THE FIRST SERBIAN ORTHODOX DIOCESE IN THE USA & CANADA,2021-11-07 13:00:00,0,15213
Kids Club "It's a Hoot" Craft Night,2021-10-28 18:00:00,94,15213
Making Faces: SFX Made Easy,2021-10-14 14:00:00,521,15213
What's Your Story?: Textile Traditions,2021-10-14 16:00:00,521,15213
Origami Angel,2021-12-13 19:30:00,5000,15213
Beer Run "LITE" at SlyFox Taphouse | Part of the PA Brewery Running Series,2021-10-14 18:00:00,0,15213
BarSides Monthly Meet Up,2021-11-02 18:00:00,24,15213
All Moms Fall 2021,2021-10-19 19:00:00,11,15213
Smacked - A Tribute to Godsmack,2021-11-05 20:00:00,5000,15213
Cleansing without Sage,2021-10-17 16:30:00,12,15213
Eyes of the Nile (Iron Maiden Tribute) & Live Wire (Motley Crue Tribute),2021-11-06 20:15:00,5000,15213
Hot Tuna - Acoustic and Electric,2021-12-07 20:00:00,2500,15213
Pittsburgh Pennsylvania | Video Speed Dating,2021-10-20 20:00:00,14000,15213
DIY Halloween Decorations,2021-10-16 13:00:00,17,15213
Painting Balayage ' Hands-On',2021-10-24 09:00:00,12,15213
Breakfast with Santa,2021-12-11 10:00:00,39,15213
PGEnt LLC Presents SHIPWRECKD: All Hands On Deck,2021-10-29 20:00:00,0,15213
Healing through Connection: Physician Led Trauma-Informed Yoga Workshop,2021-10-30 09:00:00,0,15213
Cloak Demiser Uzkost at Black Forge Coffee House,2021-11-02 19:00:00,25,15213
Church of Cash,2021-10-22 20:00:00,5000,15213
Pleasant Fest (SATURDAY AFTERNOON 12 PM TO 6 PM),2021-10-16 12:00:00,0,15213
The Slackers,2021-11-09 19:30:00,5000,15213
A Toast to the Jessie Games,2021-10-21 18:00:00,0,15213
Cool Springs Hall-O-Bingo,2021-10-30 16:00:00,22,15213
IEEE VIS Satellite in Pittsburgh,2021-10-26 08:00:00,0,15213
All Hallows' Eve BOOO-zy Bash,2021-10-30 20:00:00,62,15213
Murder Mystery Dinner: The Calamityville Murder,2021-10-22 18:00:00,367,15213
Sarah Longfield,2021-11-11 19:00:00,5000,15213
Samhain Tarot Readings with Rebecca Bloom,2021-10-30 20:00:00,62,15213
Toddler Yoga Story Time,2021-10-26 09:30:00,139,15213
October Still Supported Support Group,2021-10-14 19:00:00,32,15213
Intro To Shooting "Ladies Only" - SOLD OUT,2021-10-16 10:30:00,348,15213
Tantric,2021-11-19 21:00:00,39,15213
Powering Pittsburgh presented by Shell Oil and the Pgh Steelers,2021-10-27 09:30:00,124,15213
